bowler,pressure_balls,pressure_exposure,total_runs_conceded,weighted_runs_conceded,wickets,weighted_wickets,dot_balls,weighted_dot_balls,pressure_avg_score_per_ball,pressure_economy_raw,pressure_dot_rate_raw,pressure_wicket_rate_raw,reliability_raw,pressure_economy_reliable,pressure_exposure_norm,pressure_dot_rate_raw_norm,pressure_wicket_rate_raw_norm,reliability_raw_norm,pressure_economy_norm_temp,pressure_economy_norm,bowler_clutch_index,death_economy,middle_economy,pp_economy,death_bowler_score,set_batter_control_score,momentum_breaker_score,reliability_label,risk_score_raw,reward_score_raw,risk_score_norm,reward_score_norm,risk_reward_profile,bowler_role,strength_tags,weakness_tags,best_phase,death_finish_fit,high_pressure_chase_fit,collapse_situation_fit,controlled_chase_fit,comfortable_chase_fit,neutral_situation_fit
KW Richardson,130,299.3,174,449.7,10,21.8,52,102.8,2.3023076923076924,9.015035081857668,0.3434680922151687,0.07283661877714667,130,9.192310789181098,0.028049325921666354,0.5828478547089339,0.4808027072409072,0.011679420056383408,0.4830716956874048,0.5169283043125952,0.3990303597932648,8.833333333333334,7.199999999999999,7.864864864864865,0.0,0.46060872457443525,0.44399657752763616,Medium Reliability,9.192310789181098,20.81523554961577,0.4830716956874048,0.7038829320220094,High Impact Control,Death Specialist,High Impact Control,Weak at Death,Middle,0.16810898958591913,0.21250864733868274,0.3521058430661724,0.36839447181395796,0.3653155535748995,0.2534858018406505
Kartik Tyagi,167,375.2,272,621.5,4,13.0,52,111.0,2.246706586826347,9.93869936034115,0.2958422174840085,0.03464818763326226,167,9.872922463539505,0.04421442719315061,0.4347175048776535,0.1850037554538808,0.026580749093838105,0.6263619642136706,0.37363803578632937,0.2640078035798785,8.357142857142858,9.5625,10.48,0.0,0.24643733033345544,0.33130304119957943,Medium Reliability,9.872922463539505,16.52452025586354,0.6263619642136706,0.4582208199848511,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Death,0.11968451943898226,0.15281482355894022,0.22383177457036255,0.23658165095698572,0.23746017461930688,0.15887769986271824
Kuldeep Yadav,760,1376.4,962,1848.9,39,71.2,245,434.0,1.8110526315789475,8.059721011333915,0.3153153153153153,0.05172914850334205,760,8.158085617314661,0.25744893830000215,0.4952845140997003,0.3173090157000572,0.26540475231574706,0.26533460980349943,0.7346653901965006,0.48480940850530174,6.111111111111112,8.003164556962025,5.1891891891891895,0.0,0.43493120962739756,0.46692638684111915,High Reliability,8.158085617314661,18.352223190932868,0.26533460980349943,0.5628647621870838,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.23105202299985536,0.2777446616839673,0.41989450332728784,0.4333586460806607,0.43585255602455597,0.3207207181749623
L Balaji,824,1738.3,1113,2693.3,49,100.9,286,519.6,2.109587378640777,9.296323994707475,0.29891273082897085,0.05804521659092217,824,9.31674182271174,0.3345260153770792,0.444267696207857,0.3662318508037684,0.2911800241643174,0.5092683609509179,0.4907316390490821,0.4131528877924974,10.64406779661017,7.5,7.306930693069306,0.3376030348051548,0.4352757676512604,0.45913742705056343,High Reliability,9.31674182271174,17.84789737099465,0.5092683609509179,0.5339899155475744,Moderate Profile,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.36775720529267614,0.379910644517217,0.40569823086904166,0.41069073005751255,0.4095845860645744,0.3803940709731874
LE Plunkett,111,224.20000000000002,157,357.8,1,2.8,27,48.7,2.01981981981982,9.575379125780554,0.21721677074041035,0.012488849241748437,111,9.599555679333804,0.012054607799288658,0.1901694520069367,0.013362531340554373,0.004027386226339108,0.5688096162438507,0.43119038375614926,0.19383396077667767,7.75,8.571428571428571,8.842105263157894,0.0,0.2905836822816786,0.3729629028412194,Medium Reliability,9.599555679333804,11.485280999107939,0.5688096162438507,0.16970245553458418,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Death,0.1050070335543032,0.14230332383842512,0.22556083680626862,0.2302136794585355,0.22537619338328546,0.13625442870095764
LH Ferguson,558,1242.3,757,1982.8,35,62.8,214,387.0,2.226344086021505,9.576430813813088,0.31151895677372615,0.05055139660307494,558,9.582746341313822,0.2288884629310161,0.4834767326778372,0.3081864158149876,0.18405155054369715,0.5652707193230737,0.4347292806769263,0.3632263024295113,10.072992700729927,7.750972762645915,7.134146341463414,0.2818974739221413,0.42639482116236427,0.4173344709643611,High Reliability,9.582746341313822,18.103517668840055,0.5652707193230737,0.5486252893603528,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Powerplay,0.3078683420985502,0.3214120418027721,0.36032196731581695,0.36612227897346505,0.36296385303682244,0.32865158626636726
LR Shukla,135,320.6,202,494.40000000000003,8,19.3,42,93.5,2.374814814814815,9.252651278852152,0.29164067373674357,0.060199625701809104,135,9.360915157060223,0.03258577726662834,0.4216494793846418,0.3829194165830405,0.013693113169552962,0.518568243951693,0.481431756048307,0.33567207171739344,6.774193548387098,9.073170731707318,11.727272727272727,0.0,0.4293260651488741,0.4126195228830246,Medium Reliability,9.360915157060223,17.592014971927632,0.518568243951693,0.5193395352999101,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Death,0.147864913337235,0.18912686562553746,0.31944466794196985,0.3308609161977878,0.32617821652621376,0.22218800869216518
LS Livingstone,127,245.9,190,384.9,6,10.2,36,68.3,1.9362204724409449,9.391622610817404,0.27775518503456686,0.0414802765351769,127,9.465522333248085,0.016676250718803916,0.37846156292867417,0.2379235710935385,0.01047120418848168,0.5405913607015826,0.45940863929841735,0.2876186085855574,12.0,8.91588785046729,7.846153846153847,0.0,0.3607674389698561,0.38060858149308374,Medium Reliability,9.465522333248085,15.96177307848719,0.5405913607015826,0.42600109654188,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.13056661999862418,0.16862747814793255,0.276389212922152,0.2865891416227909,0.282931700103576,0.18877161185646646
M Ashwin,536,1200.7,702,1643.8,23,52.1,171,370.40000000000003,2.2401119402985077,8.214208378445907,0.30848671608228534,0.04339135504289165,536,8.336991590884141,0.2200285391774754,0.47404558045373124,0.2527263530469225,0.17519130084575113,0.3029999716530294,0.6970000283469706,0.4398278075827669,7.038461538461538,7.928571428571429,8.0,0.0,0.46831772062557153,0.4337340308564217,High Reliability,8.336991590884141,17.59390355625885,0.3029999716530294,0.5194476649668313,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Death,0.20129575165101765,0.24466915473665982,0.39565322045507634,0.4074605501397868,0.4060360544876466,0.2958733622850837
M Jansen,163,364.6,280,734.2,6,10.2,45,79.2,2.23680981595092,12.082281952825014,0.2172243554580362,0.02797586396050466,163,11.51208140714356,0.041956850467488774,0.19019304268913684,0.13332144515029226,0.024969794603302467,0.9714567282840425,0.028543271715957497,0.0834835496989245,13.428571428571429,8.653846153846153,10.533333333333333,0.0,0.22192511141288132,0.29287983256903793,Medium Reliability,11.51208140714356,12.260010970927043,0.9714567282840425,0.2140591159293439,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters, Poor Momentum Control",Middle,0.06854833150058219,0.09783631475748598,0.16211460185370766,0.15811821152279093,0.1511961334370931,0.08152391135264145
M Kartik,721,1495.9,873,1923.1,22,43.0,220,430.4,2.0747572815533983,7.7134835216257756,0.2877197673641286,0.028745236981081623,721,7.83927756226107,0.28289992119779356,0.4094543179118142,0.13928083458324436,0.2496979460330246,0.19821543812600972,0.8017845618739903,0.45777640993787977,9.444444444444445,7.318811881188118,6.37037037037037,0.0,0.45748203101467355,0.41659889174359305,High Reliability,7.83927756226107,15.82325021726051,0.19821543812600972,0.41807006026363347,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.21438862815096257,0.2560485173253219,0.4078221808949292,0.4182408230363323,0.41825554198249265,0.3120616620830403
M Markande,396,683.1,576,1074.7,23,39.5,107,178.3,1.725,9.43961352657005,0.2610159566681306,0.05782462304201434,396,9.463561295813543,0.10979064170553533,0.3263976844629717,0.3645231830585012,0.11880789367700363,0.5401785003420385,0.4598214996579615,0.32747108400811176,6.666666666666667,8.749163879598662,9.113924050632912,0.0,0.4029568019240161,0.4147854791177977,High Reliability,9.463561295813543,15.942028985507248,0.5401785003420385,0.4248706613464307,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Death,0.1619067769212481,0.2033853248330279,0.3296213262343939,0.336280199855154,0.3325059139593588,0.22940097803959847
M Morkel,621,1454.0,764,1995.8,27,68.2,262,529.8,2.3413848631239937,8.23576341127923,0.36437414030261345,0.0469050894085282,621,8.341386676327128,0.2739761037633378,0.647871756826507,0.2799429448544597,0.2094240837696335,0.30392527604766095,0.696074723952339,0.491227917660976,9.445544554455445,6.650602409638554,7.135593220338984,0.3840103535635334,0.4700961328289142,0.5893456316024921,High Reliability,8.341386676327128,20.563961485557083,0.30392527604766095,0.6894963989964552,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Middle,0.41542709582465287,0.4359606236285487,0.4470945689797891,0.4622413499159593,0.4632979391575624,0.41792659458650167
M Muralitharan,907,1793.2,1013,2262.1,45,82.9,357,669.5,1.9770672546857773,7.568927057773812,0.37335489627481594,0.046230202989069824,907,7.677824684234011,0.3462185589845165,0.6758045251256964,0.27471542726676595,0.32460732984293195,0.16422450450201032,0.8357754954979897,0.5670189307347596,7.5963302752293576,6.8018433179723505,5.591836734693878,0.6091904828360281,0.5335384586322303,0.5864859177997045,High Reliability,7.677824684234011,20.979254963194286,0.16422450450201032,0.7132737568137327,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.552554437106298,0.5502839806026656,0.5107118427334978,0.5245064463832156,0.5261804699883421,0.5345039842057968
M Pathirana,354,830.8000000000001,426,1063.7,25,60.9,117,259.9,2.346892655367232,7.681993259508907,0.3128310062590274,0.07330284063553201,354,7.925957909102113,0.14124763060933276,0.4875575889424354,0.48441395632550505,0.1018928715263794,0.21646439071194856,0.7835356092880514,0.5000082040484439,7.587096774193547,6.93467336683417,,0.5859721532378606,0.5304183158039754,0.6187488746549792,High Reliability,7.925957909102113,19.30669234472797,0.21646439071194856,0.617512272483805,Low Risk Support,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.49678578189635203,0.5000634540380638,0.45477681077977405,0.4731620718181007,0.4716415662303241,0.4678639138185947
M Prasidh Krishna,716,1577.7,953,2401.4,29,69.5,299,566.1,2.203491620111732,9.132534702414908,0.35881346263548203,0.04405146732585409,716,9.166522491305711,0.30032159819393867,0.6305764287557715,0.2578394335143116,0.24768425291985502,0.47764244393252886,0.5223575560674711,0.43032498209870784,9.65680473372781,7.625806451612903,7.408163265306122,0.3771884688073284,0.4014803222070324,0.539795553860582,High Reliability,9.166522491305711,20.143246498066805,0.47764244393252886,0.6654086361604908,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.39543802750504026,0.4116987360103656,0.40559531965322565,0.41616958910675206,0.4176118221013359,0.38387581242069996
M Theekshana,315,579.0,401,762.3,15,25.400000000000002,94,163.1,1.838095238095238,7.899481865284974,0.28169257340241793,0.04386873920552677,315,8.139721010892787,0.08761953442804508,0.39070798820996755,0.2564240628160186,0.08618606524365686,0.2614682797290848,0.7385317202709152,0.40967404898859,5.4,7.636363636363637,8.256880733944953,0.0,0.3875243321076752,0.400722158881808,High Reliability,8.139721010892787,16.278065630397236,0.2614682797290848,0.44411022077973994,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Death,0.17545474586596724,0.21552696175414804,0.3354336733099268,0.35271555834121915,0.3538230441852649,0.25430239580351954
MA Starc,392,827.2,564,1317.4,23,52.1,148,275.2,2.110204081632653,9.555609284332688,0.33268858800773693,0.06298355899419729,392,9.56665208341519,0.14048090643835326,0.5493204551962084,0.40448313431291394,0.117196939186468,0.561882369368307,0.43811763063169296,0.3768937185073168,10.296296296296298,5.84,8.949152542372882,0.4339169996997036,0.3375115868299014,0.4635395789032533,High Reliability,9.56665208341519,19.78360735009671,0.561882369368307,0.644817730772239,Moderate Profile,Death Specialist,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.376596557205154,0.37955881512550893,0.32849978863523893,0.3434537341851522,0.34542284076902297,0.3443185955718031
MC Henriques,605,1111.4,818,1662.7,32,55.800000000000004,191,319.8,1.8370247933884298,8.976246175994241,0.2877451862515746,0.05020694619398956,605,9.027924149446743,0.20100952015845636,0.4095333780594955,0.3055183808395214,0.20298026580749096,0.44846311250100745,0.5515368874989925,0.38649771700896834,9.75,8.25,7.729257641921397,0.0,0.4196012525610676,0.45854501687858507,High Reliability,9.027924149446743,16.897606622278207,0.44846311250100745,0.479581637114609,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.19585322165515345,0.241707723343012,0.375789924185831,0.38331061996829985,0.38165544319069494,0.2689663771869245
MF Maharoof,195,362.4,232,485.0,13,20.7,77,126.4,1.8584615384615384,8.02980132450331,0.34878587196467997,0.057119205298013245,195,8.361112815058148,0.04148829680744574,0.5993876994691062,0.3590591767351906,0.037857430527587596,0.3080782517050631,0.6919217482949369,0.44387097471796294,10.384615384615385,6.964285714285715,6.47787610619469,0.0,0.4107579026905722,0.39159549274758215,Medium Reliability,8.361112815058148,20.29525386313466,0.3080782517050631,0.6741117189313631,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Powerplay,0.17538568217076622,0.21454523144552443,0.3406235942762249,0.3625799250871133,0.36423557868848283,0.2653785850044378
MG Johnson,645,1303.9,829,1883.3,40,95.4,276,500.6,2.0215503875968994,8.666155380013805,0.383925147634021,0.07316512002454176,645,8.737167771971231,0.24200796541222075,0.7086810872987198,0.48334720361663114,0.21908981071284733,0.38724970554106286,0.6127502944589371,0.511078437126816,8.419354838709678,8.77456647398844,6.931034482758621,0.5733483286733811,0.44862457668851424,0.5278203284621196,High Reliability,8.737167771971231,22.85451338292814,0.38724970554106286,0.8206404573445473,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.4978128780609706,0.49326007803984434,0.43417023895767737,0.45189236330029087,0.455015056322206,0.47035684396370164
MJ McClenaghan,641,1280.6,846,1793.0,35,76.6,246,466.5,1.9978159126365054,8.400749648602218,0.3642823676401687,0.05981571138528815,641,8.491377577662986,0.23704555619449236,0.6475863171013655,0.3799457031048654,0.21747885622231172,0.3355031013166323,0.6644968986833677,0.4953850376318299,8.735294117647058,7.253164556962025,7.902017291066283,0.49788751986038,0.43088229157493824,0.5361269092273376,High Reliability,8.491377577662986,21.20490395127284,0.3355031013166323,0.7261931427891065,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Middle,0.46093650816257586,0.4647604470992716,0.4253762145491157,0.4424966609224362,0.44572179822528085,0.4414241817661614
MJ Santner,163,316.3,200,403.2,5,8.9,55,92.7,1.9404907975460124,7.6484350300347765,0.2930761934871957,0.028137843819159028,163,8.119043621158543,0.03166996784018061,0.42611436415630266,0.13457610450563595,0.024969794603302467,0.25711503567073835,0.7428849643292617,0.3793953058839866,,7.470588235294118,7.1803278688524586,0.0,0.47671462269747045,0.4555242017501021,Medium Reliability,8.119043621158543,16.060701865317736,0.25711503567073835,0.4316651998557153,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.16692292592400734,0.21247534609901755,0.35779774368579226,0.3706530534091522,0.365787087568478,0.2508465160835841
MM Ali,478,868.5,558,1147.6,26,41.800000000000004,180,306.1,1.8169456066945606,7.928151986183073,0.35244674726540015,0.048128957973517565,478,8.091511421982215,0.14927693651097906,0.6107740885285301,0.2894227539957399,0.1518324607329843,0.2513186375751377,0.7486813624248623,0.4796526319035011,8.142857142857142,7.37560975609756,3.888888888888889,0.0,0.5277914888247095,0.4066301005493147,High Reliability,8.091511421982215,20.028785261945885,0.2513186375751377,0.6588552325700002,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Powerplay,0.20368254216822013,0.24434555222315157,0.4163326913209834,0.4303167570334488,0.42790981418738844,0.32019421963629
MM Patel,666,1302.8,849,1808.2,37,75.3,280,496.5,1.956156156156156,8.327602087810869,0.381102241326374,0.05779858765735339,666,8.420173703761368,0.24177368858219922,0.6999010260136912,0.36432151885650593,0.2275473217881595,0.32051243542614305,0.679487564573857,0.5096859420410352,9.25233644859813,8.187845303867404,6.936507936507937,0.4758563904073102,0.4695656875679134,0.4492983625010762,High Reliability,8.420173703761368,21.94504144918637,0.32051243542614305,0.7685692336008395,High Impact Control,Control Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.4430837138369338,0.4404279110463104,0.42713861301687567,0.44325155675317557,0.44525756947683165,0.45088371020004825
MM Sharma,1212,2601.8,1662,3974.7,80,175.9,427,814.1,2.146699669966997,9.16603889614882,0.3128987623952648,0.06760704127911446,1212,9.18534114385378,0.5184333269439654,0.48776833027203237,0.4402955825470803,0.4474426097462747,0.4816043650668631,0.5183956349331369,0.48956051480664264,8.895833333333332,8.03252032520325,8.01081081081081,0.5574685534367722,0.44068664130945673,0.5528089661688638,High Reliability,9.18534114385378,19.025290183718965,0.4816043650668631,0.6014007748726834,Moderate Profile,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.523288714135479,0.5228227554086881,0.47668076834299816,0.4812303572708759,0.4836740509457352,0.49044506400568266
MP Stoinis,435,941.3,690,1713.8,28,70.7,124,248.9,2.1639080459770113,10.92404121958993,0.2644215446722618,0.07510889195793052,435,10.793029509139629,0.16478180307967544,0.3369900556326524,0.4984032214520617,0.13451469995972615,0.8200735777578181,0.17992642224218192,0.26822164365963047,13.62962962962963,8.696356275303643,8.299065420560748,0.17595042707140848,0.4269413988196275,0.45886450456785216,High Reliability,10.793029509139629,16.97652183150962,0.8200735777578181,0.4840998760664853,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Powerplay,0.23523998377617816,0.26353139152582256,0.33516074140729285,0.33391010083428824,0.32597411307628843,0.2568417489895887
MR Marsh,193,443.6,276,716.5,5,9.4,54,109.5,2.2984455958549224,9.691163210099187,0.24684400360685302,0.021190261496844002,193,9.68335753481582,0.05878218644176092,0.2823187803670427,0.08076170294900205,0.03705195328231978,0.586452555422549,0.41354744457745096,0.2298802255598129,12.923076923076923,7.92,7.880597014925373,0.0,0.37618225071409706,0.3461645627413587,Medium Reliability,9.68335753481582,13.401713255184852,0.586452555422549,0.27942653727207944,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.11495253379350501,0.14956899006764088,0.2657771473446229,0.26810345970078336,0.2607883584430692,0.17274633335909254
MS Gony,514,1046.1,731,1688.8,22,40.9,201,368.6,2.035214007782101,9.68626326355033,0.35235637128381614,0.0390976006117962,514,9.683334572475124,0.1871019956126339,0.6104929928878945,0.21946790220447854,0.1663310511478051,0.5864477211240964,0.4135522788759036,0.3554338810817165,10.88888888888889,6.733812949640287,8.91588785046729,0.0,0.4244253433805158,0.39849658324592824,High Reliability,9.683334572475124,19.572698594780615,0.5864477211240964,0.6327422872317355,Moderate Profile,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.17358261542948913,0.21343227375408197,0.3503728673323563,0.35637843571411193,0.352928862599172,0.25200827878096055
Mayank Dagar,107,241.2,148,347.0,2,6.6000000000000005,37,75.8,2.2542056074766355,8.631840796019901,0.3142620232172471,0.027363184079601994,107,8.957123226657517,0.01567524971780291,0.49200846871802284,0.12857576534299198,0.0024164317358034634,0.4335572805551491,0.5664427194448509,0.32496472924915154,12.0,7.076923076923077,11.5,0.0,0.3964518865359897,0.5118865686238079,Medium Reliability,8.957123226657517,17.081260364842457,0.4335572805551491,0.49009661263572013,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Middle,0.1583866323662296,0.20957528922861038,0.32285994267180657,0.335412999683132,0.3318386418187901,0.2096387337672291
Mohammad Nabi,221,462.5,304,723.4,7,8.8,73,119.4,2.0927601809954752,9.384648648648648,0.2581621621621622,0.01902702702702703,221,9.434201965913106,0.06280748833940324,0.31752155187954,0.06400577793520644,0.04832863471606927,0.5339974334816284,0.4660025665183716,0.25366035096689676,14.666666666666668,8.671875,6.928571428571428,0.0,0.2708916795682542,0.428142511215532,High Reliability,9.434201965913106,13.859459459459462,0.5339974334816284,0.3056344983276251,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Powerplay,0.13488575963146437,0.17770001075301758,0.2535214047769334,0.2629264241594069,0.2620648577293391,0.16289177150781994
Mohammed Shami,1150,2483.0,1559,3857.2,53,119.2,465,862.6,2.159130434782609,9.320660491341119,0.34740233588401126,0.048006443817962145,1150,9.334517455377823,0.49313142930164205,0.5950844990598637,0.2884737870519075,0.4224728151429722,0.513010693434927,0.486989306565073,0.4633749104296733,10.434782608695652,8.311284046692606,7.373177842565598,0.3875212056582305,0.39387538834948277,0.5511976341426479,High Reliability,9.334517455377823,19.77043898509867,0.513010693434927,0.6440637846033556,Moderate Profile,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.43627883754646507,0.4526464803949068,0.4484342033868613,0.4539542842552059,0.4574292603592154,0.4243762655277693
Mohammed Siraj,1211,2643.4,1735,4108.1,57,134.0,449,860.2,2.182824112303881,9.324581977755921,0.32541423923734586,0.05069229023227661,1211,9.337613129638003,0.5272932506975061,0.526695110586049,0.3092777460053873,0.44703987112364074,0.5136624307070348,0.48633756929296523,0.46121069528781505,8.621160409556314,8.476868327402135,8.637362637362637,0.5772049143834708,0.4291982068413527,0.5651218650393588,High Reliability,9.337613129638003,18.805326473481124,0.5136624307070348,0.5888068957804858,Moderate Profile,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Middle,0.5268691457189656,0.5256608407845543,0.4679543934490271,0.4702635590795589,0.4718641835018821,0.4816811287478104
Mohsin Khan,258,481.8,317,698.4,18,30.8,119,187.6,1.8674418604651164,8.697384806973847,0.3893731838937318,0.0639269406392694,258,8.85255409613751,0.06691798181159885,0.7256260677657443,0.411790355201252,0.06322996375352397,0.41154217362079515,0.5884578263792049,0.44980421747321314,8.526315789473685,6.623376623376624,7.306451612903226,0.0,0.41727661468235827,0.44029453842816035,High Reliability,8.85255409613751,22.66500622665006,0.41154217362079515,0.8097903484302557,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Middle,0.18797972969555596,0.232009183538372,0.3592027699434655,0.3801578627689927,0.38178424290853546,0.2728615044887855
Mujeeb Ur Rahman,186,333.0,228,492.4,7,16.9,68,117.5,1.7903225806451613,8.872072072072072,0.35285285285285284,0.050750750750750744,186,9.037571130578415,0.03522671607777991,0.612037195255228,0.30973056796134624,0.034232782923882404,0.4504941069269084,0.5495058930730916,0.38538790092295216,12.72,6.989010989010989,5.914285714285715,0.0,0.3649719817564955,0.4859053463725667,Medium Reliability,9.037571130578415,20.18018018018018,0.4504941069269084,0.6675232500959557,High Impact Control,Strike Bowler,High Impact Control,Weak at Death,Powerplay,0.1743676946252054,0.22295822926246206,0.3281147947048013,0.3466933465630776,0.3477141425214004,0.23228447415906234
Mukesh Choudhary,206,411.9,315,716.8,12,16.1,83,133.4,1.999514563106796,10.441369264384559,0.3238650157805293,0.039087157076960435,206,10.287435351071561,0.05203075415841374,0.5218765741513803,0.21938700894532026,0.04228755537656062,0.7136300279271774,0.28636997207282255,0.2605155755062461,12.631578947368421,8.0,8.440000000000001,0.0,0.22746209917777,0.324686068484284,High Reliability,10.287435351071561,18.147608642874488,0.7136300279271774,0.5511496893872775,Moderate Profile,Balanced Support Bowler,No Strong Specialist Tag,"Weak at Death, Weak vs Set Batters",Middle,0.12017493745568822,0.1526435443041166,0.2181353533609499,0.230699428183858,0.2323521020002818,0.15604178334453653
Mukesh Kumar,193,437.1,345,842.1,15,40.1,59,129.3,2.2647668393782383,11.559368565545642,0.29581331503088537,0.09174102036147334,193,11.167158496137487,0.057397823355270175,0.43462760982551474,0.6272319269104963,0.03705195328231978,0.8988395540554162,0.10116044594458384,0.26009293225932906,11.91304347826087,10.285714285714285,9.777777777777777,0.265160908178765,0.39299059009361276,0.4993782433103266,Medium Reliability,11.167158496137487,19.377716769617937,0.8988395540554162,0.6215787297129994,Moderate Profile,Death Specialist,No Strong Specialist Tag,Weak at Death,Powerplay,0.2648101712341735,0.2882319047473296,0.30985597891612604,0.3143631449732623,0.3077182620815481,0.25448331095949345
Mustafizur Rahman,711,1757.3,986,2742.0,30,68.5,237,555.0,2.4715893108298173,9.362089569225517,0.31582541398736697,0.03898025379844079,711,9.381218219619505,0.33857261516835985,0.496871069625788,0.21855896032479527,0.24567055980668545,0.5228426803089117,0.4771573196910883,0.3854440161379201,9.737704918032787,7.7339449541284395,7.445783132530121,0.43165755327498656,0.4496083373627066,0.49528584184899554,High Reliability,9.381218219619505,17.74028338929039,0.5228426803089117,0.5278285470529805,Moderate Profile,Control Bowler,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.40175036325657615,0.408113192113977,0.40191520244256357,0.4056956591978859,0.40248744313664664,0.38886424621745885
NLTC Perera,349,868.8000000000001,523,1393.3,18,46.0,110,251.1,2.4893982808022925,9.622237569060772,0.28901933701657456,0.05294659300184162,349,9.626121035121079,0.14934083019189404,0.413496358259285,0.3267390654750327,0.09987917841320983,0.5744024632484848,0.42559753675151524,0.32939526497999894,11.440000000000001,9.236842105263158,7.1803278688524586,0.3043958634112301,0.34018646995622404,0.38274857777938026,High Reliability,9.626121035121079,17.09829650092081,0.5744024632484848,0.4910720055209239,Moderate Profile,Death Specialist,No Strong Specialist Tag,No Major Weakness Tag,Powerplay,0.2917211182089418,0.2995563896457568,0.2979396319681962,0.3088758760477244,0.30833631579891313,0.2908762425980334
NM Coulter-Nile,412,991.9,568,1436.2,15,38.2,164,363.7,2.40752427184466,8.687569311422523,0.3666700272204859,0.03851194676882751,412,8.792077787266624,0.17555853726066495,0.6550126342221928,0.21493155997540203,0.12525171163914622,0.39880999921935634,0.6011900007806437,0.42326429086575856,10.112359550561797,8.320754716981131,7.493087557603687,0.31619971658409907,0.4028254369974168,0.4715828932562731,High Reliability,8.792077787266624,20.25909869946567,0.39880999921935634,0.6720416785628244,High Impact Control,Strike Bowler,High Impact Control,No Major Weakness Tag,Powerplay,0.3376311359135971,0.3531694535808145,0.3661718966446194,0.38209446829936705,0.3831164109927842,0.34770848963768347
NT Ellis,241,517.4,314,732.1,13,23.6,76,147.8,2.146887966804979,8.489756474681098,0.28565906455353696,0.04561267877850793,241,8.689665607591909,0.07450003194684046,0.4030449316285315,0.26993222437741204,0.056383407168747485,0.37724899860945116,0.6227510013905488,0.36937162719678157,11.454545454545455,7.693548387096774,5.835616438356165,0.0,0.5318152185356008,0.5191624793935468,High Reliability,8.689665607591909,16.563587166602243,0.37724899860945116,0.4604575705370987,Low Risk Support,Strike Bowler,No Strong Specialist Tag,Weak at Death,Powerplay,0.1786747897835395,0.2305910377228942,0.3935874105991145,0.4011146420335753,0.39299246246663433,0.26256920566114494
Navdeep Saini,428,983.0,563,1413.3,17,41.8,181,380.5,2.296728971962617,8.626449643947101,0.38708036622583925,0.04252288911495422,428,8.733853198787575,0.17366302472685452,0.7184947366319551,0.24599941236222306,0.13169552960128877,0.38655188312715283,0.6134481168728472,0.44682467737348913,7.146067415730338,8.481203007518797,7.83495145631068,0.6808061259558862,0.4424972048598412,0.508518377267959,High Reliability,8.733853198787575,21.480162767039673,0.38655188312715283,0.7419529071660603,High Impact Control,Control Bowler,"Death Specialist, High Impact Control",No Major Weakness Tag,Death,0.5141010120539082,0.49687223718511553,0.39462297241816624,0.41059580343245866,0.4108121770581411,0.4571851728505288
