bowler,set_batter_balls,set_batter_runs,set_batter_pressure_exposure,set_batter_weighted_runs,set_batter_wickets,set_batter_weighted_wickets,set_batter_dot_balls,set_batter_economy_raw,set_batter_dot_rate_raw,set_batter_wicket_rate_raw,set_batter_pressure_exposure_norm,set_batter_dot_rate_raw_norm,set_batter_wicket_rate_raw_norm,set_batter_balls_norm,set_batter_eco_temp,set_batter_economy_norm,set_batter_control_score
RE van der Merwe,117,130,329.8,386.6,7,20.0,47,6.666666666666667,0.4017094017094017,0.05982905982905983,0.10090479204676622,0.7579170989575614,0.347008547008547,0.08571428571428572,0.2248653044627426,0.7751346955372573,0.5488400353552451
RG Sharma,74,95,194.5,283.1,6,11.8,15,7.702702702702703,0.20270270270270271,0.08108108108108109,0.05052686450459844,0.34092329323543197,0.4702702702702703,0.04608294930875576,0.3354516456071807,0.6645483543928192,0.42153778278173415
RJ Harris,81,101,250.4,311.8,2,5.4,30,7.481481481481481,0.37037037037037035,0.024691358024691357,0.07134080500428194,0.6922500535217297,0.14320987654320985,0.05253456221198157,0.3118385234884166,0.6881614765115833,0.45494854218975495
RP Meredith,58,86,147.1,224.8,2,4.5,17,8.896551724137932,0.29310344827586204,0.034482758620689655,0.03287783445656626,0.5303468208092484,0.19999999999999998,0.03133640552995392,0.4628829226740701,0.53711707732593,0.36699910626503957
RP Singh,197,335,623.1,1089.2,8,26.6,57,10.20304568527919,0.2893401015228426,0.04060913705583756,0.21011281974904122,0.5224611953874592,0.23553299492385785,0.15944700460829495,0.6023379048025972,0.3976620951974028,0.3538596135864609
RR Powar,81,109,213.20000000000002,285.3,2,6.6000000000000005,23,8.074074074074074,0.2839506172839506,0.024691358024691357,0.05748966749823138,0.5111682009562548,0.14320987654320985,0.05253456221198157,0.37509177368890684,0.6249082263110932,0.3861543277276096
RR Raje,42,68,130.70000000000002,220.20000000000002,2,6.7,7,9.714285714285715,0.16666666666666666,0.047619047619047616,0.026771418996909567,0.26541425818882464,0.27619047619047615,0.016589861751152075,0.5501677340652638,0.44983226593473624,0.2833690809372653
RS Bopara,45,46,124.0,131.20000000000002,5,14.3,19,6.133333333333333,0.4222222222222222,0.1111111111111111,0.02427672487619615,0.8008991650610148,0.6444444444444444,0.01935483870967742,0.1679373792823014,0.8320626207176987,0.6246987537639245
RV Gomez,37,57,94.8,188.3,3,7.6,14,9.243243243243244,0.3783783783783784,0.08108108108108109,0.013404326618758608,0.7090298390876426,0.4702702702702703,0.011981566820276499,0.4998887267871714,0.5001112732128286,0.4488890487943582
Rashid Khan,659,856,1653.3,2326.2000000000003,38,90.0,220,7.7936267071320176,0.3338391502276176,0.057663125948406675,0.5936999664891836,0.6157034217197189,0.3344461305007587,0.5852534562211982,0.34515686108453975,0.6548431389154603,0.5679055224215308
Rasikh Salam,55,92,132.1,235.8,3,4.5,13,10.036363636363635,0.23636363636363636,0.05454545454545454,0.02729269836541684,0.41145559642669466,0.31636363636363635,0.028571428571428574,0.5845462862846209,0.4154537137153791,0.31713183887346813
Ravi Bishnoi,346,450,835.6,1130.0,18,44.300000000000004,114,7.803468208092486,0.32947976878612717,0.05202312138728324,0.28923558104032476,0.6065688796819139,0.3017341040462428,0.2967741935483871,0.3462073415164287,0.6537926584835714,0.4994174486578482
S Aravind,96,140,269.2,453.2,5,11.5,32,8.75,0.3333333333333333,0.052083333333333336,0.07834084223852254,0.6146435452793834,0.3020833333333333,0.0663594470046083,0.44724001219884096,0.5527599878011591,0.42201357764123126
S Dube,28,57,94.4,203.9,1,2.7,5,12.214285714285714,0.17857142857142858,0.03571428571428571,0.013255389656327964,0.2903592072667217,0.20714285714285713,0.003686635944700461,0.8170173833485816,0.18298261665141835,0.1797564916333511
S Gopal,213,281,546.9,752.4000000000001,14,33.5,61,7.915492957746478,0.2863849765258216,0.06572769953051644,0.18174032840600218,0.5162690982116205,0.38122065727699533,0.17419354838709677,0.3581648475789165,0.6418351524210835,0.4655470970349933
S Kaul,237,337,814.1,1234.2,9,25.200000000000003,64,8.531645569620252,0.270042194092827,0.0379746835443038,0.28123021930967723,0.48202482866271545,0.22025316455696203,0.19631336405529953,0.4239328909323233,0.5760671090676768,0.41393468658725585
S Kaushik,71,101,221.3,311.8,1,2.7,21,8.535211267605634,0.29577464788732394,0.014084507042253521,0.060505640987452064,0.5359439876251729,0.08169014084507042,0.04331797235023042,0.424313493035063,0.5756865069649371,0.3621966638468035
S Nadeem,199,292,573.5,877.3000000000001,6,14.3,54,8.804020100502512,0.271356783919598,0.03015075376884422,0.1916446364076405,0.4847793882708339,0.17487437185929647,0.16129032258064516,0.453006110148179,0.546993889851821,0.3829110787865337
S Narwal,24,33,73.4,101.10000000000001,0,0.0,7,8.25,0.2916666666666667,0.0,0.005436199128718771,0.5273362235067438,0.0,0.0,0.3938700823421774,0.6061299176578225,0.3445231469697957
S Randiv,71,83,180.20000000000002,209.0,2,7.5,22,7.014084507042254,0.30985915492957744,0.028169014084507043,0.04520236809770266,0.5654563217455019,0.16338028169014085,0.04331797235023042,0.26194863600633994,0.7380513639936601,0.4412101482169779
S Sreesanth,82,157,231.10000000000002,508.8,4,6.9,22,11.487804878048781,0.2682926829268293,0.04878048780487805,0.06415459656700304,0.47835894543916535,0.28292682926829266,0.05345622119815668,0.7394729208042308,0.26052707919576923,0.2791206617084851
S Tyagi,28,65,71.8,162.3,0,0.0,7,13.92857142857143,0.25,0.0,0.004840451278996162,0.440028901734104,0.0,0.003686635944700461,1.0,0.0,0.11085993415589566
SB Bangar,64,105,167.4,289.5,3,5.1,20,9.84375,0.3125,0.046875,0.040436385299921815,0.5709898843930635,0.271875,0.03686635944700461,0.5639867337602926,0.4360132662397074,0.3574573887568561
SB Jakati,397,609,1063.0,1713.5,21,47.6,101,9.204030226700253,0.25440806045340053,0.05289672544080604,0.37390624418214996,0.44926544459166295,0.30680100755667505,0.343778801843318,0.49570313490243617,0.5042968650975639,0.4219489700459449
SB Styris,52,68,144.6,187.0,3,5.0,20,7.846153846153847,0.38461538461538464,0.057692307692307696,0.03194697844137469,0.7220987105380169,0.33461538461538465,0.02580645161290323,0.35076360053487227,0.6492363994651278,0.4804558373758036
SC Ganguly,59,88,149.3,218.3,2,5.4,10,8.949152542372882,0.1694915254237288,0.03389830508474576,0.03369698774993485,0.27133339864798667,0.1966101694915254,0.03225806451612903,0.4684975266332749,0.5315024733667251,0.2997767544652619
SE Bond,33,33,115.3,127.6,2,5.2,13,6.0,0.3939393939393939,0.06060606060606061,0.021037345943329483,0.7416360133123138,0.3515151515151515,0.008294930875576038,0.15370539798719113,0.8462946020128088,0.5548483720174825
SJ Srivastava,54,78,142.1,214.6,4,8.100000000000001,17,8.666666666666666,0.3148148148148148,0.07407407407407407,0.031016122426183117,0.5758402911582102,0.4296296296296296,0.027649769585253454,0.43834502388939695,0.5616549761106031,0.43233182955533317
SK Raina,318,393,873.9,1141.6000000000001,8,20.4,96,7.415094339622642,0.3018867924528302,0.025157232704402517,0.3034962951930596,0.54875122696041,0.1459119496855346,0.2709677419354839,0.3047523692796354,0.6952476307203646,0.46715327114219135
SK Trivedi,370,484,1008.7,1392.2,18,41.7,103,7.848648648648648,0.27837837837837837,0.04864864864864865,0.3536880515321891,0.4994922668333073,0.28216216216216217,0.3188940092165899,0.3510298954031798,0.6489701045968201,0.47570324182452417
SK Warne,286,357,744.4,939.5,16,41.5,89,7.48951048951049,0.3111888111888112,0.055944055944055944,0.25527795360613625,0.568242451190428,0.32447552447552447,0.24147465437788018,0.31269553867907024,0.6873044613209298,0.497187539953439
SL Malinga,510,681,1509.7,2123.4,29,86.4,157,8.011764705882353,0.307843137254902,0.056862745098039215,0.5402315969765797,0.5612320072537685,0.3298039215686274,0.447926267281106,0.3684408804692965,0.6315591195307035,0.5261302643886824
SM Curran,202,375,657.3,1254.3,12,41.4,51,11.138613861386139,0.2524752475247525,0.0594059405940594,0.2228469300368619,0.4452154753047559,0.3445544554455445,0.1640552995391705,0.7022003206725063,0.29779967932749374,0.3231348706375239
SM Pollock,26,48,58.800000000000004,136.9,2,4.6,7,11.076923076923077,0.2692307692307692,0.07692307692307693,0.0,0.4803245887060915,0.4461538461538462,0.0018433179723502321,0.695615454993314,0.304384545006686,0.31603083895686723
SMSM Senanayake,31,50,89.9,175.6,0,0.0,10,9.677419354838708,0.3225806451612903,0.0,0.011579848828983136,0.5921126235316054,0.0,0.006451612903225806,0.5462326240297493,0.45376737597025074,0.30864988364571005
SN Thakur,343,518,1003.2,1626.2,22,64.6,98,9.061224489795919,0.2857142857142857,0.0641399416909621,0.3516401682987676,0.5148637489677952,0.37201166180758016,0.29400921658986173,0.48046007057900914,0.5195399294209908,0.44952218338967453
SP Narine,774,941,1980.7,2479.7000000000003,35,83.60000000000001,272,7.294573643410853,0.35142118863049093,0.04521963824289406,0.7156048702386716,0.6525443981419247,0.2622739018087855,0.6912442396313364,0.2918880070734365,0.7081119929265636,0.6041149884085364
SR Tendulkar,27,48,66.3,133.8,0,0.0,4,10.666666666666666,0.14814814814814814,0.0,0.0027925680455747094,0.22661100406765144,0.0,0.0027649769585253448,0.6518247433160516,0.34817525668394844,0.17906984535670484
SR Watson,342,430,970.9,1356.6,18,45.8,107,7.5438596491228065,0.3128654970760234,0.05263157894736842,0.3396135085824925,0.5717557380928235,0.3052631578947368,0.29308755760368665,0.31849676035162605,0.681503239648374,0.5057878065977021
ST Jayasuriya,106,183,285.2,535.6,2,3.5,15,10.358490566037736,0.14150943396226415,0.018867924528301886,0.0842983207357486,0.21270040353364594,0.10943396226415093,0.07557603686635944,0.6189300695679192,0.3810699304320808,0.22442380474768076
STR Binny,87,128,188.4,282.7,5,14.4,14,8.827586206896552,0.16091954022988506,0.05747126436781609,0.048255575827531,0.25337186897880537,0.3333333333333333,0.05806451612903226,0.4555215530386681,0.544478446961332,0.3312090995434905
SW Tait,95,143,284.5,439.0,2,6.300000000000001,28,9.031578947368422,0.29473684210526313,0.021052631578947368,0.08403768105149496,0.5337693945847276,0.12210526315789473,0.06543778801843317,0.4772957095391726,0.5227042904608274,0.35575744984604324
Sandeep Sharma,347,576,982.5,1751.5,16,46.800000000000004,81,9.959654178674352,0.2334293948126801,0.04610951008645533,0.3439326804929814,0.405307257916743,0.2674351585014409,0.2976958525345622,0.5763583295321815,0.42364167046781853,0.3672512841459648
Shahbaz Ahmed,141,246,423.5,753.8,7,24.200000000000003,31,10.46808510638298,0.2198581560283688,0.04964539007092199,0.13579327549614628,0.3768704136432583,0.28794326241134754,0.10783410138248847,0.6306281754297172,0.36937182457028284,0.30544913218054653
Shahid Afridi,63,78,176.9,222.70000000000002,2,7.3,20,7.428571428571429,0.31746031746031744,0.031746031746031744,0.04397363815764978,0.5813836131755207,0.1841269841269841,0.035944700460829496,0.30619091186337294,0.693809088136627,0.43299631482894435
Shakib Al Hasan,262,381,714.1,1120.1000000000001,12,35.8,65,8.725190839694656,0.2480916030534351,0.04580152671755725,0.24399597870201445,0.4360300931032961,0.26564885496183205,0.21935483870967742,0.4445918859082432,0.5554081140917568,0.4028652159414745
Shivam Mavi,54,80,175.70000000000002,275.8,6,16.0,19,8.88888888888889,0.35185185185185186,0.1111111111111111,0.04352682727035784,0.6534467994005566,0.6444444444444444,0.027649769585253454,0.46206499271458096,0.537935007285419,0.4876455009744858
Shoaib Malik,27,44,73.2,117.4,1,2.7,6,9.777777777777777,0.2222222222222222,0.037037037037037035,0.005361730647503445,0.3818240205523442,0.2148148148148148,0.0027649769585253448,0.5569448680153162,0.4430551319846838,0.29430093505629124
Sohail Tanvir,24,33,70.6,97.60000000000001,1,3.0,5,8.25,0.20833333333333334,0.041666666666666664,0.004393640391704208,0.35272157996146436,0.24166666666666664,0.0,0.3938700823421774,0.6061299176578225,0.34909856354310775
Suyash Sharma,58,83,135.9,185.0,1,2.7,19,8.586206896551724,0.3275862068965517,0.017241379310344827,0.028707599508508028,0.6026011560693642,0.09999999999999999,0.03133640552995392,0.4297567593147616,0.5702432406852385,0.37623982376102066
Swapnil Singh,46,75,114.80000000000001,209.9,0,0.0,4,9.782608695652174,0.08695652173913043,0.0,0.020851174740291176,0.09839155566725306,0.0,0.020276497695852533,0.5574605195115159,0.4425394804884841,0.1835994743313971
T Natarajan,221,355,642.6,1141.5,9,31.599999999999998,56,9.638009049773757,0.25339366515837103,0.04072398190045249,0.21737349666753553,0.4471399053173959,0.23619909502262443,0.1815668202764977,0.5420259735958568,0.4579740264041432,0.3592097362697273
T Shamsi,44,83,107.7,220.2,2,4.2,9,11.318181818181818,0.20454545454545456,0.045454545454545456,0.018207543657147114,0.3447845507094062,0.2636363636363636,0.0184331797235023,0.721367379189886,0.278632620810114,0.24010890002622912
TA Boult,257,417,847.2,1435.4,16,48.6,57,9.735408560311285,0.22178988326848248,0.0622568093385214,0.2935547529508136,0.38091810800476816,0.3610894941634241,0.21474654377880184,0.5524223836867794,0.44757761631322057,0.3749297212164656
TG Southee,127,192,392.8,644.5,7,20.9,31,9.070866141732283,0.2440944881889764,0.05511811023622047,0.12436236362959378,0.4276546356560921,0.31968503937007875,0.09493087557603686,0.48148921915410153,0.5185107808458984,0.3742587640046663
TK Curran,76,153,237.8,503.6,4,12.100000000000001,16,12.078947368421051,0.21052631578947367,0.05263157894736842,0.06664929068771644,0.3573167021600243,0.3052631578947368,0.04792626728110599,0.8025713872971538,0.19742861270284617,0.23093937736183184
TL Suman,33,44,72.3,99.4,3,7.5,9,8.0,0.2727272727272727,0.09090909090909091,0.005026622482034476,0.48765107724645296,0.5272727272727272,0.008294930875576038,0.3671851174138456,0.6328148825861544,0.45018467900707376
TM Dilshan,47,73,126.60000000000001,209.3,0,0.0,10,9.319148936170212,0.2127659574468085,0.0,0.02524481513199539,0.3620095929160005,0.0,0.021198156682027652,0.5079908898016388,0.49200911019836124,0.26734988397982884
TM Head,30,68,94.0,244.5,1,2.7,3,13.6,0.1,0.03333333333333333,0.013106452693897305,0.12572254335260113,0.19333333333333333,0.0055299539170506895,0.964928331808478,0.035071668191521965,0.08423602703294444
TS Mills,36,61,83.2,148.6,2,6.0,9,10.166666666666666,0.25,0.05555555555555555,0.009085154708269726,0.440028901734104,0.3222222222222222,0.011059907834101386,0.5984548134593879,0.4015451865406121,0.3170069914214218
TU Deshpande,99,162,240.7,404.1,10,29.7,27,9.818181818181818,0.2727272727272727,0.10101010101010101,0.06772908366533864,0.48765107724645296,0.5858585858585859,0.06912442396313365,0.5612575896198952,0.43874241038010475,0.4063296808792143
UT Yadav,290,408,818.7,1256.4,19,59.300000000000004,95,8.441379310344827,0.3275862068965517,0.06551724137931035,0.2829429943776297,0.6026011560693642,0.38,0.24516129032258066,0.41429788308041754,0.5857021169195824,0.4844564584092159
Umar Gul,25,49,89.7,181.7,2,6.0,6,11.76,0.24,0.08,0.01150538034776781,0.41907514450867045,0.46399999999999997,0.0009216589861751161,0.7685269899359559,0.23147301006404408,0.2798270435829773
Umran Malik,96,141,254.8,399.7,6,12.4,35,8.8125,0.3645833333333333,0.0625,0.07297911159101911,0.6801240366088631,0.3625,0.0663594470046083,0.4539112534309239,0.546088746569076,0.4475959263109551
V Kohli,48,66,114.8,164.1,0,0.0,6,8.25,0.125,0.0,0.02085117474029117,0.17810693641618497,0.0,0.022119815668202765,0.3938700823421774,0.6061299176578225,0.26096930432513354
V Pratap Singh,51,77,136.4,204.10000000000002,4,11.5,17,9.058823529411764,0.3333333333333333,0.0784313725490196,0.028893770711546342,0.6146435452793834,0.4549019607843137,0.02488479262672811,0.4802037924044273,0.5197962075955727,0.4319478074689864
V Shankar,34,59,76.4,142.70000000000002,1,1.5,5,10.411764705882353,0.14705882352941177,0.029411764705882353,0.006553226346948656,0.22432845970758247,0.17058823529411765,0.009216589861751154,0.6246165437812818,0.37538345621871816,0.22316095328314048
VG Arora,44,91,128.5,264.6,2,8.3,10,12.40909090909091,0.22727272727272727,0.045454545454545456,0.025952265703540978,0.3924067262217551,0.2636363636363636,0.0184331797235023,0.8378108625135157,0.16218913748648434,0.21203369694568536
VR Aaron,155,253,454.2,803.8,7,23.2,46,9.793548387096774,0.2967741935483871,0.04516129032258064,0.14722418736269877,0.5380384113369382,0.2619354838709677,0.12073732718894009,0.5586282206416195,0.44137177935838046,0.3681729738390252
VR Iyer,28,61,62.5,138.3,1,4.2,4,13.07142857142857,0.14285714285714285,0.03571428571428571,0.0013776669024835216,0.21552436003303055,0.20714285714285713,0.003686635944700461,0.9085086916742906,0.0914913083257094,0.12783804963554574
VRV Singh,72,107,169.70000000000002,263.0,1,2.5,17,8.916666666666668,0.2361111111111111,0.013888888888888888,0.04129277283389807,0.4109264611432241,0.08055555555555555,0.04423963133640554,0.465029988817729,0.534970011182271,0.3146354707277424
VS Malik,30,60,88.0,181.0,2,5.4,5,12.0,0.16666666666666666,0.06666666666666667,0.010872398257437542,0.26541425818882464,0.38666666666666666,0.0055299539170506895,0.7941445562671545,0.20585544373284548,0.2173765384044842
VY Mahesh,54,102,166.0,330.2,2,6.9,9,11.333333333333332,0.16666666666666666,0.037037037037037035,0.039915105931414535,0.26541425818882464,0.2148148148148148,0.027649769585253454,0.7229846497916028,0.2770153502083972,0.2130283876347749
Vijaykumar Vyshak,61,108,154.70000000000002,296.1,4,12.4,16,10.62295081967213,0.26229508196721313,0.06557377049180328,0.03570763674274864,0.46579171799488295,0.380327868852459,0.034101382488479264,0.6471585199406056,0.3528414800593944,0.32298892321312345
WD Parnell,118,178,364.0,562.9,10,34.9,39,9.050847457627118,0.3305084745762712,0.0847457627118644,0.11363890233458689,0.6087244048202214,0.4915254237288135,0.08663594470046082,0.4793524276210707,0.5206475723789292,0.45274032098694805
WPUJC Vaas,35,42,111.5,144.8,1,2.7,7,7.199999999999999,0.2,0.02857142857142857,0.019622444800238302,0.3352601156069364,0.1657142857142857,0.010138248847926266,0.2817932296431837,0.7182067703568162,0.3713063250342934
Washington Sundar,196,284,499.1,789.6,6,13.9,45,8.693877551020408,0.22959183673469388,0.030612244897959183,0.16394236139553936,0.3972661318862805,0.17755102040816326,0.1585253456221198,0.441249509867991,0.5587504901320091,0.3626361793011718
Y Venugopal Rao,46,78,123.0,219.5,2,4.7,11,10.173913043478262,0.2391304347826087,0.043478260869565216,0.02390438247011952,0.41725307866298067,0.25217391304347825,0.020276497695852533,0.5992282907036874,0.40077170929631256,0.29943623854474744
YA Abdulla,46,62,141.3,211.0,3,9.9,17,8.08695652173913,0.3695652173913043,0.06521739130434782,0.03071824850132182,0.6905629555164613,0.3782608695652174,0.020276497695852533,0.37646684434543926,0.6235331556545607,0.47162899189097246
YK Pathan,197,273,463.90000000000003,669.2,6,11.4,52,8.314720812182742,0.2639593908629442,0.030456852791878174,0.15083590870164204,0.46927907044981076,0.1766497461928934,0.15944700460829495,0.4007783727550958,0.5992216272449042,0.39340557771774154
YS Chahal,995,1305,2587.0,3576.9,56,136.9,300,7.869346733668342,0.3015075376884422,0.05628140703517588,0.9413560710429312,0.5479565457344525,0.3264321608040201,0.8949308755760369,0.3532392060945165,0.6467607939054836,0.6122705411232332
Yash Dayal,106,193,303.5,627.9,6,13.200000000000001,30,10.924528301886792,0.2830188679245283,0.05660377358490566,0.0911121867669509,0.509215835969026,0.3283018867924528,0.07557603686635944,0.6793488580848968,0.32065114191510324,0.3218610583843642
Yash Thakur,98,189,295.8,632.4,6,14.4,23,11.571428571428571,0.23469387755102042,0.061224489795918366,0.08824515024016087,0.40795682434823644,0.3551020408163265,0.06820276497695851,0.7483989021043,0.25160109789569995,0.27671479003553134
Yuvraj Singh,235,316,566.3000000000001,826.3000000000001,9,23.7,71,8.068085106382979,0.3021276595744681,0.03829787234042553,0.1889637710838888,0.549255934079449,0.2221276595744681,0.19447004608294932,0.37445251211773173,0.6255474878822682,0.43902451791023356
Z Khan,244,361,760.6,1183.4,15,42.2,64,8.87704918032787,0.26229508196721313,0.06147540983606557,0.26130990058457765,0.46579171799488295,0.35655737704918034,0.20276497695852536,0.46080122388373096,0.5391987761162691,0.4228864643035613
